,liquid,pipette,volume,aspiration_rate,dispense_rate,blow_out,delay_aspirate,delay_dispense,delay_blow_out,density,time,m,%error,time_asp_1000,acq_value
30,Viscous_std_1275,rLine1000,300,8.500265963955783,5.146970880702138,False,10,10,0,0.8736,153.33706283569336,0.24147298743765214,-7.862871093691963,331.93241169164156,14.297469558447023
31,Viscous_std_1275,rLine1000,"mean[300, 500, 1000]",8.500265963955783,5.146970880702138,False,10,10,0,0.8736,372.1933443546295,0.8516541859616154,-5.265329057424341,331.93241169164156,14.297469558447023
32,Viscous_std_1275,rLine1000,1000,62.73966500698776,27.512171721269382,False,10,10,0,0.8736,112.27652215957642,0.6071649718524935,-30.49851512677501,72.28642877706017,11.170571704591037
33,Viscous_std_1275,rLine1000,500,62.73966500698776,27.512171721269382,False,10,10,0,0.8736,85.94399905204773,0.3532919414321332,-19.11814527652628,72.28642877706017,11.170571704591037
34,Viscous_std_1275,rLine1000,300,62.73966500698776,27.512171721269382,False,10,10,0,0.8736,75.48767232894897,0.19332992984086228,-26.232474877570873,72.28642877706017,11.170571704591037
35,Viscous_std_1275,rLine1000,"mean[300, 500, 1000]",62.73966500698776,27.512171721269382,False,10,10,0,0.8736,112.27652215957642,0.6071649718524935,-25.283045093624054,72.28642877706017,11.170571704591037
36,Viscous_std_1275,rLine1000,1000,26.60247998877056,62.515434945199644,False,10,10,0,0.8736,113.68470454216003,0.6146836818161568,-29.637856934963736,73.5865299315251,7.532404307737149
37,Viscous_std_1275,rLine1000,500,26.60247998877056,62.515434945199644,False,10,10,0,0.8736,86.72648930549622,0.3766640553501875,-13.767386595653052,73.5865299315251,7.532404307737149
38,Viscous_std_1275,rLine1000,300,26.60247998877056,62.515434945199644,False,10,10,0,0.8736,75.96802830696106,0.20363172818254813,-22.30169101703751,73.5865299315251,7.532404307737149
39,Viscous_std_1275,rLine1000,"mean[300, 500, 1000]",26.60247998877056,62.515434945199644,False,10,10,0,0.8736,113.68470454216003,0.6146836818161568,-21.902311515884765,73.5865299315251,7.532404307737149
