Time,Value,Factor,Baseline,Mass,Mass_smooth,Mass_derivative_smooth,ts,Mass_sigmoid,Flow_rate
2023-10-13 16:10:09.287171,388781,6.862879436681862,388858.07934131735,0.0,0.0,-0.03042326631518577,10.012841939926147,-0.3524961087275642,
2023-10-13 16:10:09.487160,388762,6.862879436681862,388858.07934131735,-2.76851723468223,0.02401836814356173,0.02401836814356173,10.212830781936646,-0.3526148728802809,-0.0005938538946612195
2023-10-13 16:10:09.685290,388815,6.862879436681862,388858.07934131735,4.954188735747145,0.14571143340432435,0.12169306526076262,10.410960912704468,-0.352763214788979,-0.0007487094876644037
2023-10-13 16:10:09.887318,388758,6.862879436681862,388858.07934131735,-3.35136296829954,0.07525755351652563,-0.07045387988779872,10.612988948822021,-0.35295416958445003,-0.0009451895842809301
2023-10-13 16:10:10.087365,388776,6.862879436681862,388858.07934131735,-0.7285571670216395,-0.1409077597756152,-0.21616531329214084,10.81303596496582,-0.35319310659224357,-0.001194404257556055
2023-10-13 16:10:10.286770,388739,6.862879436681862,388858.07934131735,-6.1198802029817685,-0.43233062658426924,-0.29142286680865404,11.01244068145752,-0.35349362364809167,-0.0015070709516573242
2023-10-13 16:10:10.490318,388731,6.862879436681862,388858.07934131735,-7.285571670216392,-0.9495261539424806,-0.5171955273582114,11.215988874435425,-0.35388151990161987,-0.0019056727935202178
2023-10-13 16:10:10.685360,388770,6.862879436681862,388858.07934131735,-1.602825767447607,-1.6716784227925068,-0.7221522688500261,11.411031007766724,-0.35435018687985576,-0.0024029012102723944
2023-10-13 16:10:10.887145,388789,6.862879436681862,388858.07934131735,1.1656914672346215,-2.813351521883561,-1.1416730990910544,11.612815856933594,-0.35496114968998427,-0.0030277932790844187
2023-10-13 16:10:11.087085,388784,6.862879436681862,388858.07934131735,0.43713430021298194,-4.095932380750227,-1.282580858866666,11.812755823135376,-0.35572598950545853,-0.0038253473280193202
2023-10-13 16:10:11.286775,388734,6.862879436681862,388858.07934131735,-6.84843737000341,-5.716371618169781,-1.6204392374195535,12.01244592666626,-0.35668994721117997,-0.004827268295608634
2023-10-13 16:10:11.487507,388782,6.862879436681862,388858.07934131735,0.1457114334043279,-7.793159850317188,-2.0767882321474076,12.213177680969238,-0.3579133251685107,-0.006094591070450219
